Høvsøre observed wind climate EPSG:3035
3705647.999079251	4206872.259898323	80.0
12	1.0	0.0
    	  2.71	  3.87	  6.75	  8.26	  7.90	  6.58	  7.61	 10.17	 11.37	 12.31	 14.70	  7.76
 1.0	 14.15	 15.14	 10.20	  7.79	  3.62	  2.50	  1.16	  0.65	  0.64	  0.95	  1.12	  2.39
 2.0	136.51	 95.34	 27.08	 21.88	 19.96	 21.50	 15.69	 12.10	 11.25	  9.66	 10.06	 18.54
 3.0	205.82	105.73	 43.71	 36.83	 34.97	 35.11	 35.78	 30.59	 28.87	 24.90	 20.61	 31.76
 4.0	179.61	103.61	 60.48	 49.81	 48.82	 59.04	 51.68	 43.82	 45.74	 45.69	 35.55	 48.59
 5.0	139.04	103.46	 72.15	 68.42	 72.42	 75.34	 69.15	 58.26	 61.96	 61.32	 49.70	 69.75
 6.0	103.09	119.21	102.62	 83.53	 96.03	106.94	 75.08	 61.61	 66.82	 66.64	 57.60	 78.21
 7.0	 69.30	111.03	134.39	117.59	123.79	128.08	 87.13	 71.61	 68.75	 77.43	 65.50	 87.23
 8.0	 49.52	106.49	152.49	147.52	142.72	135.39	 85.64	 82.97	 74.08	 82.94	 77.12	 81.03
 9.0	 31.84	 84.18	147.37	145.84	143.90	129.62	 88.26	 83.91	 83.76	 84.03	 82.73	 78.59
10.0	 24.11	 68.64	103.05	113.99	115.64	103.31	 79.01	 81.24	 84.79	 88.88	 82.83	 80.05
11.0	 16.17	 39.92	 66.41	 86.25	 76.29	 77.24	 67.35	 82.60	 80.11	 83.40	 78.65	 75.64
12.0	  9.89	 21.75	 37.68	 51.75	 43.99	 55.48	 61.31	 81.99	 85.38	 72.66	 75.89	 66.50
13.0	  6.35	 11.61	 17.96	 28.14	 29.57	 33.42	 59.72	 76.14	 75.71	 70.44	 74.12	 57.40
14.0	  5.56	  6.66	 10.22	 16.39	 18.28	 18.85	 54.92	 65.66	 62.20	 59.88	 71.34	 49.22
15.0	  3.46	  3.68	  5.97	 10.33	 12.24	  8.59	 42.66	 50.65	 50.33	 48.46	 58.90	 40.76
16.0	  2.09	  2.42	  3.94	  6.32	  9.46	  4.01	 35.32	 39.26	 32.76	 36.47	 47.18	 33.00
17.0	  1.37	  0.71	  2.35	  3.67	  5.57	  2.59	 29.77	 28.29	 23.64	 25.67	 35.18	 28.41
18.0	  0.43	  0.25	  1.48	  2.18	  2.20	  1.60	 18.16	 17.63	 18.12	 18.63	 24.27	 23.32
19.0	  0.65	  0.15	  0.46	  0.95	  0.47	  0.59	 14.31	 13.98	 11.38	 12.74	 16.79	 15.14
20.0	  0.29	  0.00	  0.00	  0.33	  0.03	  0.48	 11.12	  8.36	  9.89	  8.89	 11.54	 12.59
21.0	  0.14	  0.00	  0.00	  0.28	  0.03	  0.21	  7.99	  4.65	  7.67	  6.88	  8.48	  8.26
22.0	  0.14	  0.00	  0.00	  0.17	  0.00	  0.03	  3.67	  2.42	  5.93	  3.91	  4.98	  5.24
23.0	  0.07	  0.00	  0.00	  0.05	  0.00	  0.09	  2.57	  0.83	  5.04	  2.57	  3.85	  3.90
24.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  1.44	  0.52	  2.87	  2.08	  2.46	  2.39
25.0	  0.22	  0.00	  0.00	  0.00	  0.00	  0.00	  0.46	  0.14	  1.15	  1.43	  1.22	  0.93
26.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  0.31	  0.00	  0.29	  0.83	  0.93	  0.45
27.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.13	  0.02	  0.40	  0.91	  0.65	  0.28
28.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.18	  0.04	  0.19	  0.68	  0.36	  0.13
29.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.04	  0.24	  0.65	  0.25	  0.25
30.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.02	  0.03	  0.38	  0.13	  0.05
