Høvsøre observed wind climate EPSG:3035
3705647.999079251	4206872.259898323	40.0
12	1.0	0.0
    	  2.71	  3.89	  6.97	  8.42	  7.81	  6.61	  7.42	 10.11	 11.19	 12.01	 14.75	  8.12
 1.0	 28.89	 10.99	  3.72	  1.71	  1.45	  1.83	  1.42	  1.54	  2.23	  3.96	  6.24	 14.77
 2.0	110.86	 52.03	 27.20	 20.95	 21.39	 20.87	 19.99	 15.79	 15.95	 14.85	 13.05	 23.44
 3.0	174.76	 94.74	 51.32	 42.27	 51.75	 55.47	 48.00	 32.55	 35.88	 31.13	 25.15	 32.69
 4.0	172.02	137.74	 85.16	 77.97	 86.15	 95.54	 73.98	 47.04	 52.48	 55.17	 42.69	 52.96
 5.0	157.47	162.13	121.51	114.40	139.60	139.76	 88.49	 60.27	 73.27	 74.26	 59.84	 80.11
 6.0	112.16	164.23	158.98	159.50	168.99	154.20	 88.75	 73.63	 81.36	 89.97	 69.80	 90.17
 7.0	 83.49	134.18	165.05	174.24	161.92	136.16	 86.02	 89.02	 82.50	 99.55	 84.11	 97.59
 8.0	 54.75	 97.55	142.83	135.10	122.53	123.67	 90.19	 97.08	 98.76	103.40	 90.75	 98.55
 9.0	 42.79	 64.28	100.80	 99.59	 84.33	 95.03	 79.37	105.11	106.96	106.64	 96.03	 86.95
10.0	 26.87	 40.24	 65.59	 73.36	 55.35	 71.50	 72.12	111.62	102.65	 94.14	 88.33	 79.53
11.0	 13.90	 20.07	 36.83	 41.67	 38.90	 51.25	 68.36	 96.62	 86.07	 78.68	 82.20	 71.84
12.0	  8.64	 10.29	 18.50	 25.74	 26.21	 28.52	 71.07	 77.99	 74.27	 70.45	 74.29	 59.21
13.0	  5.04	  6.22	  9.54	 14.91	 15.85	 12.61	 57.70	 62.20	 59.13	 54.23	 71.13	 49.55
14.0	  3.96	  3.56	  5.37	  9.19	 11.93	  6.44	 46.42	 44.28	 38.79	 39.93	 57.96	 41.17
15.0	  1.66	  1.25	  3.92	  4.56	  8.49	  3.10	 35.49	 32.98	 24.63	 27.45	 45.64	 33.41
16.0	  1.08	  0.25	  2.18	  2.50	  3.94	  2.24	 24.72	 20.91	 18.45	 18.42	 31.28	 27.74
17.0	  0.50	  0.20	  1.34	  1.34	  1.10	  0.83	 17.26	 12.42	 13.51	 12.40	 20.66	 20.06
18.0	  0.43	  0.05	  0.17	  0.44	  0.07	  0.50	 12.06	  9.30	 10.53	  8.60	 15.01	 13.98
19.0	  0.07	  0.00	  0.00	  0.18	  0.03	  0.29	  9.17	  5.65	  7.48	  5.86	  9.52	  9.73
20.0	  0.14	  0.00	  0.00	  0.30	  0.00	  0.12	  4.44	  2.49	  6.78	  3.31	  6.17	  6.87
21.0	  0.14	  0.00	  0.00	  0.07	  0.00	  0.06	  2.60	  0.77	  3.89	  2.17	  3.98	  4.44
22.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  1.21	  0.50	  2.41	  1.45	  2.47	  2.76
23.0	  0.22	  0.00	  0.00	  0.00	  0.00	  0.00	  0.47	  0.14	  0.77	  0.96	  1.31	  1.15
24.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.39	  0.00	  0.40	  0.86	  1.02	  0.50
25.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  0.16	  0.04	  0.31	  0.78	  0.54	  0.26
26.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.10	  0.02	  0.21	  0.65	  0.34	  0.29
27.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.06	  0.21	  0.39	  0.25	  0.19
28.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.09	  0.24	  0.16	  0.05
29.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.04	  0.07	  0.04	  0.00
30.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.02	  0.03	  0.00
