Høvsøre observed wind climate EPSG:3035
3705647.999079251	4206872.259898323	116.0
12	1.0	0.0
    	  2.71	  3.85	  6.76	  8.25	  7.87	  6.58	  7.62	 10.19	 11.39	 12.34	 14.70	  7.76
 1.0	  9.60	 12.82	 10.05	  7.46	  5.35	  4.20	  2.55	  0.92	  0.76	  0.81	  1.08	  2.10
 2.0	 97.78	 75.89	 26.79	 21.55	 18.73	 19.84	 15.20	 10.83	 10.25	  9.30	  9.25	 17.78
 3.0	176.13	 82.91	 39.36	 33.99	 31.45	 34.35	 33.54	 27.58	 25.99	 23.37	 21.50	 33.24
 4.0	172.66	 86.77	 53.32	 43.47	 41.98	 46.09	 43.36	 38.06	 42.27	 42.37	 33.68	 49.40
 5.0	131.50	 91.86	 65.95	 57.25	 57.95	 60.30	 58.95	 54.52	 56.82	 57.94	 47.48	 68.55
 6.0	103.19	 99.84	 78.75	 66.37	 72.96	 74.57	 64.24	 55.79	 64.36	 62.77	 54.14	 75.04
 7.0	 91.71	112.61	110.55	 88.85	 93.73	 92.51	 68.46	 65.11	 63.34	 71.01	 59.34	 83.20
 8.0	 67.88	109.66	130.88	112.94	110.39	111.31	 75.64	 76.34	 66.70	 77.89	 71.11	 76.03
 9.0	 46.00	101.98	134.62	132.27	128.52	120.40	 80.91	 76.29	 75.09	 81.06	 81.86	 74.51
10.0	 32.06	 79.65	127.44	119.75	118.83	111.61	 77.95	 72.88	 77.19	 80.81	 77.80	 74.46
11.0	 21.01	 61.29	 91.84	107.64	106.85	103.44	 73.96	 70.52	 74.35	 78.24	 75.41	 74.56
12.0	 13.14	 37.03	 58.71	 88.66	 83.32	 81.87	 65.12	 71.65	 69.93	 69.90	 70.90	 66.30
13.0	 11.55	 19.79	 33.68	 53.57	 52.57	 60.96	 58.66	 68.90	 73.84	 64.06	 70.21	 57.11
14.0	  9.68	 13.53	 15.41	 27.32	 30.78	 36.02	 58.66	 67.13	 70.88	 65.76	 72.64	 51.30
15.0	  5.85	  7.58	  9.76	 16.23	 18.30	 21.45	 50.64	 64.29	 56.06	 53.56	 64.37	 42.91
16.0	  3.61	  4.27	  5.71	  9.03	 11.55	 11.11	 42.12	 49.77	 44.37	 43.41	 53.12	 37.38
17.0	  1.88	  1.42	  3.50	  6.08	  9.06	  3.90	 34.28	 36.09	 34.46	 34.65	 39.99	 28.34
18.0	  1.37	  0.46	  2.11	  3.54	  4.96	  2.59	 28.62	 30.46	 24.77	 23.87	 28.80	 26.37
19.0	  0.79	  0.41	  1.19	  2.30	  2.19	  1.85	 19.16	 23.25	 18.84	 17.10	 21.89	 18.89
20.0	  0.94	  0.10	  0.38	  1.00	  0.47	  0.78	 15.92	 16.31	 13.16	 12.23	 14.12	 13.41
21.0	  0.51	  0.05	  0.00	  0.19	  0.03	  0.42	 12.06	 10.83	 10.22	  9.15	 10.08	 10.71
22.0	  0.36	  0.05	  0.00	  0.33	  0.03	  0.24	  7.92	  6.56	  7.83	  6.43	  7.45	  7.45
23.0	  0.07	  0.05	  0.00	  0.19	  0.00	  0.09	  5.68	  3.04	  5.62	  4.24	  4.44	  4.55
24.0	  0.29	  0.00	  0.00	  0.02	  0.00	  0.06	  2.83	  1.79	  5.92	  2.84	  3.60	  2.83
25.0	  0.14	  0.00	  0.00	  0.00	  0.00	  0.03	  2.08	  0.75	  3.80	  2.25	  2.37	  2.00
26.0	  0.14	  0.00	  0.00	  0.00	  0.00	  0.00	  0.64	  0.27	  1.81	  1.56	  1.16	  0.61
27.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.44	  0.02	  0.57	  0.98	  0.91	  0.33
28.0	  0.14	  0.00	  0.00	  0.00	  0.00	  0.00	  0.15	  0.02	  0.22	  0.89	  0.67	  0.30
29.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.18	  0.02	  0.36	  0.78	  0.39	  0.15
30.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.08	  0.02	  0.22	  0.76	  0.25	  0.20
