Høvsøre observed wind climate EPSG:3035
3705647.999079251	4206872.259898323	60.0
12	1.0	0.0
    	  2.71	  3.88	  6.97	  8.43	  7.81	  6.61	  7.42	 10.11	 11.18	 12.01	 14.75	  8.11
 1.0	 30.90	  7.68	  2.97	  1.57	  1.32	  1.98	  0.97	  1.35	  1.97	  3.93	  4.71	 10.77
 2.0	164.09	 43.64	 23.34	 19.08	 19.90	 19.25	 18.91	 14.41	 13.95	 12.21	 12.07	 20.97
 3.0	215.23	 87.68	 43.43	 34.29	 41.37	 41.83	 38.35	 30.47	 32.64	 28.17	 23.04	 33.71
 4.0	180.87	117.31	 66.86	 57.60	 63.56	 71.56	 61.60	 41.08	 46.92	 49.31	 38.99	 49.36
 5.0	131.74	129.61	 90.87	 81.63	 96.30	 97.22	 76.97	 54.12	 65.67	 64.19	 55.11	 74.73
 6.0	 86.22	142.17	128.88	109.79	133.00	132.76	 79.20	 63.41	 72.57	 73.64	 60.86	 82.47
 7.0	 61.87	138.15	159.24	153.29	154.49	143.07	 83.61	 77.28	 73.88	 86.90	 73.33	 91.90
 8.0	 37.96	117.76	167.16	165.24	152.89	132.76	 84.38	 89.22	 80.61	 87.99	 82.87	 87.45
 9.0	 30.47	 90.24	126.36	134.90	119.71	117.35	 83.30	 91.69	 92.57	 95.25	 87.34	 83.53
10.0	 24.42	 57.40	 82.33	 95.45	 76.27	 86.59	 74.10	 95.47	 94.28	 95.15	 85.83	 77.81
11.0	 12.39	 30.68	 48.44	 63.54	 49.41	 65.92	 66.41	 98.75	 89.10	 80.84	 81.39	 72.04
12.0	  8.72	 18.68	 27.37	 33.95	 33.28	 42.66	 65.75	 86.00	 83.83	 73.89	 75.82	 63.24
13.0	  5.19	  9.29	 13.74	 20.42	 22.14	 24.21	 66.20	 72.77	 68.02	 65.81	 73.04	 54.75
14.0	  3.82	  5.57	  8.03	 12.79	 13.83	 11.19	 54.43	 56.59	 57.78	 54.05	 64.44	 44.19
15.0	  2.59	  2.66	  5.04	  7.79	 10.94	  5.25	 41.66	 43.78	 35.69	 39.29	 52.86	 38.47
16.0	  1.51	  1.00	  3.13	  4.21	  7.62	  2.54	 34.20	 30.86	 24.55	 27.65	 41.53	 30.87
17.0	  0.79	  0.20	  1.76	  2.24	  3.07	  2.15	 22.80	 19.73	 18.05	 19.39	 27.92	 26.47
18.0	  0.43	  0.25	  1.01	  1.25	  0.80	  0.77	 15.84	 13.71	 13.11	 13.22	 19.20	 18.23
19.0	  0.36	  0.00	  0.03	  0.39	  0.07	  0.50	 12.61	  9.10	  9.89	  9.16	 13.67	 13.39
20.0	  0.00	  0.00	  0.00	  0.30	  0.03	  0.24	  8.83	  5.69	  8.44	  6.95	  9.22	  9.47
21.0	  0.14	  0.00	  0.00	  0.21	  0.00	  0.09	  4.52	  2.72	  6.03	  3.73	  5.95	  6.35
22.0	  0.14	  0.00	  0.00	  0.07	  0.00	  0.09	  2.78	  0.96	  5.06	  2.71	  4.11	  4.33
23.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  1.39	  0.54	  2.93	  1.95	  2.86	  2.91
24.0	  0.07	  0.00	  0.00	  0.00	  0.00	  0.00	  0.47	  0.19	  1.13	  1.15	  1.27	  1.23
25.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.32	  0.00	  0.31	  0.80	  0.93	  0.51
26.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.21	  0.02	  0.49	  0.86	  0.70	  0.34
27.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.16	  0.04	  0.12	  0.67	  0.42	  0.17
28.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.06	  0.28	  0.67	  0.25	  0.29
29.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.07	  0.26	  0.17	  0.05
30.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.07	  0.21	  0.12	  0.02
