Høvsøre observed wind climate EPSG:3035
3705647.999079251	4206872.259898323	10.0
12	1.0	0.0
    	  2.49	  4.47	  7.42	  9.69	  7.81	  6.14	  6.74	  9.91	 10.77	 11.96	 14.56	  8.04
 1.0	 29.19	  8.52	  4.68	  4.23	  5.40	  8.62	  9.78	  9.04	 10.66	 11.62	  9.00	 12.57
 2.0	170.10	112.56	 71.77	 71.68	 78.48	 74.71	 38.67	 22.26	 21.52	 20.05	 15.70	 28.43
 3.0	209.36	216.46	146.94	152.11	165.65	133.64	 66.10	 45.36	 56.21	 56.70	 38.13	 53.68
 4.0	186.86	232.92	165.71	172.76	165.23	155.55	 95.95	 73.36	 90.45	 93.75	 65.61	 84.38
 5.0	133.75	168.22	139.78	154.34	153.52	163.34	105.96	100.26	110.77	122.63	 91.36	104.58
 6.0	105.98	109.70	135.87	124.78	133.64	149.70	105.96	126.88	126.97	136.30	106.91	120.54
 7.0	 71.60	 69.10	130.21	113.30	105.32	120.80	104.83	144.13	140.69	133.30	116.25	127.91
 8.0	 44.69	 44.16	 94.26	 88.40	 74.33	 86.33	100.49	143.18	125.98	118.35	113.66	106.12
 9.0	 23.13	 23.31	 55.17	 55.28	 47.29	 56.18	 97.41	110.05	 96.37	 94.31	102.41	 91.84
10.0	 11.64	  7.86	 28.84	 30.43	 30.41	 26.32	 85.25	 85.71	 76.77	 75.28	 92.52	 73.72
11.0	  6.69	  4.39	 11.84	 16.46	 17.92	 12.68	 63.69	 53.49	 51.60	 51.27	 82.24	 56.29
12.0	  3.23	  2.11	  6.90	  9.03	 13.12	  5.84	 44.43	 35.86	 29.79	 33.70	 59.20	 43.36
13.0	  2.20	  0.66	  4.76	  4.05	  7.19	  3.54	 32.53	 22.86	 21.23	 19.66	 41.48	 34.04
14.0	  0.24	  0.00	  2.43	  2.02	  2.21	  1.44	 20.51	 13.79	 13.87	 11.83	 25.50	 23.28
15.0	  0.71	  0.04	  0.79	  0.65	  0.28	  0.80	 13.44	  7.66	 10.06	  7.89	 16.82	 15.49
16.0	  0.08	  0.00	  0.05	  0.24	  0.03	  0.35	  7.80	  3.76	  7.65	  4.82	  9.65	 10.35
17.0	  0.24	  0.00	  0.00	  0.24	  0.00	  0.16	  3.64	  1.48	  4.77	  2.84	  5.75	  6.59
18.0	  0.16	  0.00	  0.00	  0.00	  0.00	  0.00	  2.12	  0.52	  2.66	  1.57	  3.52	  3.81
19.0	  0.08	  0.00	  0.00	  0.00	  0.00	  0.00	  0.70	  0.18	  0.82	  1.00	  1.90	  1.66
20.0	  0.08	  0.00	  0.00	  0.00	  0.00	  0.00	  0.41	  0.04	  0.42	  1.10	  1.06	  0.54
21.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.23	  0.04	  0.33	  1.00	  0.59	  0.32
22.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.09	  0.06	  0.29	  0.69	  0.31	  0.34
23.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.02	  0.09	  0.21	  0.22	  0.10
24.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.04	  0.10	  0.09	  0.07
25.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.02	  0.04	  0.00
26.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.01	  0.00
27.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.00
28.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.03	  0.00
29.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00
30.0	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00	  0.00
